,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18,Week19,Week20,Week21,Week22,Week23,Week24,Week25,Week26,Week27,Week28,Week29,Week30,Week31,Week32,Week33,Week34,Week35,Week36,Week37,Week38,Week39,Week40,Week41,Week42,Week43,Week44,Week45,Week46,Week47,Week48,Week49,Week50,Week51,Week52,forecast_week_1,forecast_week_2,forecast_week_3,forecast_week_4,forecast_week_5,forecast_week_6,forecast_week_7,forecast_week_8,forecast_week_9,forecast_week_10,forecast_week_11,forecast_week_12,forecast_week_13,Mean Forecasted Revenue,Value Score,Stability Trend Score,Farmer Rating,Eligibility,Credit Score,Default Probability,Risk Category,Recommended Loan Amount,Loan Amt.
108,26931,20413,27911,19812,17050,10293,6570,5664,3413,8001,10512,12084,10461,8191,31378,46178,43166,34826,50959,42340,77874,89111,105181,139660,141012,157569,169350,163341,136570,101822,78753,30814,55089,21581,8050,13388,12999,8117,6999,3297,2637,4480,3455,3034,472,810,3187,1193,2191,593,0,2141,57.77782778169214,191.49496634895556,128.6951009028644,146.82676825506724,140.54644603973554,142.59903424882663,141.91496885286264,142.14148250696638,142.06631661579692,142.0912418386175,142.0829746181857,142.0857164832742,142.08480710643104,138.64674243071352,0.0005439112844651777,0.06825283730640505,0.06879674859087023,False,468.5009023409539,0.932766417646714,High Risk,180.24076515992758,0
109,27741,15202,19718,21862,0,51163,64134,25779,22790,62187,48715,47702,77658,96160,177128,167836,180373,202893,97967,24013,279953,231316,210984,168955,100622,96148,186651,309034,315912,234407,272171,117516,46504,57103,49399,94674,33992,51269,121013,66626,40754,54797,64391,16887,9293,9084,10033,7076,28427,22360,11643,13865,15607.480808027787,15553.86335759756,15555.420317353428,15555.375028068655,15555.376345390267,15555.376307073499,15555.376308188004,15555.376308155592,15555.376308156532,15555.376308156503,15555.376308156503,15555.376308156503,15555.376308156503,15559.27125543364,0.06143086116924847,-0.13521444180486955,-0.07378358063562107,False,402.48316829082404,0.981115276262008,High Risk,20227.052632063733,0
111,0,0,0,0,0,0,1658,2217,1619,4762,4322,4439,5353,6911,6243,6214,6127,6206,6489,7971,9585,10400,10669,9228,8416,8375,8415,8175,6909,6547,4616,5341,4300,4835,5253,4493,4664,4663,4958,5158,4691,4180,4125,3728,4230,4309,3575,3662,2833,2962,2781,4294,4252.857667983187,4290.959788547944,4256.479649709777,4287.656830607319,4259.445525020968,4284.956172933689,4261.87380313945,4282.7477039720525,4263.861700574778,4280.941535392951,4265.488929355485,4279.464257270499,4266.820823753972,4271.81187602016,0.016863342325808148,0.024116825407686268,0.040980167733494416,False,455.6212320022143,0.9472288139079702,High Risk,5553.355438826208,0
112,26865,71338,70185,39045,92650,259140,155291,125512,27469,163769,156106,115740,126125,203922,347341,392613,258538,288536,170420,182772,384877,418126,506165,528588,443519,516442,408103,399485,479432,491632,462508,243361,14443,12067,30486,45117,37510,34419,27759,8765,1236,21793,18838,0,0,0,0,3813,10616,17701,4334,33262,112830.98205087877,49015.10190723904,86596.33049054608,58719.281734175325,76550.61823180596,63875.553272569196,72276.45854053955,66430.40194996024,70367.25764648196,67655.48134414697,69494.97659961153,68233.99437735045,69092.24079339404,71626.05222605378,0.28280550655282244,-0.09231323735096547,0.19049226920185697,False,524.8485244734991,0.8180258822998009,High Risk,93113.86789386993,0
115,826,584,458,416,251,211,172,0,0,0,0,0,0,0,278,429,1033,1469,1773,2770,3139,3974,4620,4527,4422,4267,3673,3966,4133,3990,4430,4349,3766,4038,5137,4473,4396,3953,3473,3693,3107,2774,2926,2361,2187,2493,2431,2112,1232,1562,1123,770,768.0900634074147,765.3756197754974,762.8429445410407,760.4793493897638,758.2730952584467,756.2133136569225,754.2899354020377,752.493625966738,750.8157267435814,749.2482016054208,747.7835882184968,746.4149536263392,745.1358536779237,755.1889439438172,0.002978272752363477,-0.2980975912063118,-0.29511931845394834,False,300.0,0.9975273768433653,High Risk,981.7456271269623,0
116,7722,6577,4742,4489,4041,4974,6489,5457,4395,22180,20244,21383,25894,26811,25831,25869,29600,31913,28265,29987,29716,28565,32123,32524,36604,39160,38866,31332,35146,37297,32112,31860,33072,32187,26419,26569,24856,21636,21523,16446,11065,10760,17096,16214,12630,10714,14749,9701,8846,9922,5101,12602,10360.975489969587,10426.598127658352,10424.476583028541,10424.544955583882,10424.542751868035,10424.542822895759,10424.54282060647,10424.542820680264,10424.542820677894,10424.542820677967,10424.542820677967,10424.542820677967,10424.542820677967,10419.806190436972,0.04113814529492172,0.13480329894616616,0.17594144424108787,False,518.1111821088024,0.8372321389164923,High Risk,13545.748047568064,0
118,19738,7775,20640,26173,28719,70992,93975,78330,45926,103218,55309,37270,47364,38594,57216,65336,71837,63829,64495,72230,90614,58413,69638,87071,74993,101847,62153,52201,54093,81866,64084,30367,14714,1642,0,0,5410,6952,3950,4675,0,2091,11307,3851,1972,646,2512,2541,5242,5143,2060,8872,5188.603808613675,4026.118623664078,3571.122832483495,3374.2891016560384,3285.047141972492,3243.682113144613,3224.3078652395507,3215.188706654059,3210.886460966396,3208.854509683126,3207.8943197093517,3207.440474470119,3207.2259341796325,3474.666299418202,0.013715884663992057,-0.20562791935085825,-0.19191203468686618,False,347.7871740704718,0.9935950367517219,High Risk,4517.066189243663,0
119,7219,7483,6447,7311,7359,8137,16568,19161,11641,27559,18685,18313,15587,19306,18095,16419,17108,12016,15152,12623,11555,9741,9401,11161,10961,8419,7865,6804,6594,6753,7935,7398,5546,2135,4667,4609,4479,3642,3142,1966,1472,311,0,1074,1228,1661,1973,488,554,1071,168,0,13.659894683466682,33.3989843444839,45.3434289742129,50.34092119926936,52.17335931874133,52.815177941512744,53.036465726610324,53.11235146820965,53.13832681945783,53.14721245579362,53.1502513941249,53.15129065165027,53.15164604844348,47.66302392507516,0.00018467024955684118,0.20809457840506926,0.2082792486546261,False,533.0842754037885,0.7922126236035166,High Risk,61.9619311025977,0
121,162,0,1454,4084,4326,5809,4830,4730,2849,6964,4607,6941,7236,7688,7473,7212,6840,7187,7520,7484,7418,6362,6956,6361,6447,7338,7612,7184,6762,6934,8011,6729,6094,4738,4738,4974,4090,4193,3699,2939,3009,2916,2387,1917,1877,1460,531,0,321,0,1044,2863,2049.1388946508246,2527.3097366002776,2216.1381422815775,2406.2635074222867,2285.3347484845735,2360.3596404287414,2313.07701784317,2342.585249341768,2324.056027555329,2335.6464656528915,2328.3788722475524,2332.9290172720303,2330.0775323953517,2319.3303732443364,0.009154144601018481,0.06036910913191749,0.06952325373293597,False,468.83728972002046,0.9323432684592731,High Risk,3015.1294852176375,0
123,46804,54729,23105,19673,25424,52294,23205,39793,24456,32065,49903,26040,12392,29834,62748,47171,54231,70704,62860,67758,75577,75586,46692,75904,101839,100675,118904,137260,96225,95760,81574,32074,31489,37604,4410,5769,5836,5701,11226,6344,5034,3511,26521,21020,13287,7452,7403,9405,44206,67637,54557,58827,54206.82519965808,52295.45582045498,51478.19524491904,51123.63837229919,50968.836575524656,50901.060177734726,50871.34948284143,50858.318401011275,50852.601633729355,50850.09341459983,50848.99288900167,50848.51000427396,50848.298123970446,51304.01348769374,0.2025657631380339,-0.2063017382493098,-0.0037359751112759076,False,434.91670395063244,0.9644859174157068,High Risk,66695.21753400186,0
125,0,398,995,641,783,640,786,575,0,85,512,514,520,257,599,824,2681,2494,2168,5578,10593,13803,16277,22721,76864,24508,25431,26294,24578,24508,25550,26286,28303,28151,16856,19218,14316,14221,18751,15448,15734,11790,21126,14162,9300,7237,9486,7262,7900,7070,5504,3693,4648.48884329879,5044.5734342930855,5193.490271311557,5247.526281836938,5266.88678674492,5273.792180126201,5276.251199225637,5277.126358105515,5277.437761610235,5277.548558771355,5277.587979312188,5277.602004624535,5277.60699463078,5201.224511837825,0.02053304458278209,0.19386428060534855,0.21439732518813065,False,535.9170753536724,0.7827319563620541,High Risk,6761.591865389173,0
127,0,0,0,356,978,625,539,1014,436,948,372,0,0,285,211,0,0,0,0,274,1807,1204,1280,1173,1618,2928,3500,2947,3298,2409,2405,1907,2330,2097,1672,939,980,1718,1524,1447,1185,1080,1124,1307,1186,546,276,940,1000,467,329,358,525.3935956448512,440.46316041952883,477.9292955189906,460.2020371365576,468.32644514135745,464.54719212401113,466.29316770664855,465.48397239553736,465.85845247828314,465.6850319782701,465.7653170797772,465.7281436178983,465.7453544412141,469.032397360225,0.0018484093479114525,-0.09139984202150105,-0.08955143267358959,False,395.18231642695423,0.9836389221989515,High Risk,609.7421165682924,0
129,8676,9707,6678,6065,4782,7401,12287,12112,9852,21175,11874,14237,12974,11689,43203,77044,70021,77808,79620,54909,135601,123235,80086,103410,109197,127107,114520,126084,123241,170452,113387,55849,0,0,0,0,0,1431,4987,20494,12509,35681,47920,4824,0,0,16302,7845,7841,18926,22521,14884,13940.666670762485,14221.343723808457,14135.389200731246,14161.475249504532,14153.536664742158,14155.95053869708,14155.216368762269,14155.439646280813,14155.371740989196,14155.392392847285,14155.38611203822,14155.388022207095,14155.387441271443,14142.764905587868,0.05583791316238843,0.10299825810488929,0.15883617126727773,False,510.19107582088634,0.8576831074286914,High Risk,18385.59437726423,0
135,67830,57877,106750,67857,46729,60500,40185,54784,30956,156184,150505,125562,170903,147879,139063,115152,117163,104639,46835,71483,89975,89318,145803,157571,152878,231008,134067,185015,135501,160294,243509,110986,24734,0,35202,77130,101942,103076,87428,109309,70162,63079,56466,35576,33417,10022,40870,49030,55815,48046,22725,46875,57130.32888973209,59912.64416489336,60601.388257374994,60768.119308979,60808.26496469459,60817.91877150103,60820.23949572643,60820.79734386606,60820.93143517652,60820.96366689078,60820.97141446462,60820.97327675725,60820.97372439857,60444.96267034271,0.23865797939775765,0.17344278833052226,0.4121007677282799,False,627.457986790884,0.3660593786652558,High Risk,78578.45147144553,0
136,3925,5260,9592,12652,12705,18712,21280,19245,5579,30006,17686,21882,27360,14029,1391,3889,13815,14860,17356,14821,13351,13816,16102,17257,19982,17680,16282,16527,16074,16826,19957,19449,20507,21695,15732,8552,2402,3683,6749,4146,2968,2744,3862,3310,2322,2333,2407,2291,767,0,0,1452,8147.9621048052495,4761.64190547883,5629.135221050101,5343.131103125701,5430.6449699463365,5403.22636373895,5411.754073742217,5409.095722995181,5409.923823355364,5409.665805355185,5409.746192577391,5409.721146864932,5409.7289501387195,5583.490567936474,0.02204238774723735,-0.11230215797189746,-0.09025977022466011,False,394.8543410300815,0.9837441527235049,High Risk,7258.537738317416,0
137,11038,7278,6341,6987,4867,6006,5914,5017,2648,5601,429,969,1824,75,0,2723,3124,1735,1852,1578,1123,1133,1557,991,912,1363,1436,1321,1059,1123,1217,984,305,0,508,1313,1161,1341,1538,619,0,962,1806,939,371,0,0,0,0,0,1421,1845,391.3132244265285,194.4404357037917,141.8559839391932,123.05785576061633,115.4183582466248,112.13104037898886,110.67975047419878,110.03160067735318,109.74062787371871,109.60969583189753,109.5507167940352,109.52413673234555,109.51215533676073,142.0665832443118,0.0005574142185425827,-0.18773437848860702,-0.18717696427006444,False,349.9796126851175,0.9933098592510358,High Risk,184.68655821760535,0
144,7208,5619,5381,5816,6502,4512,4931,6257,0,0,0,0,0,0,0,0,14362,26952,30561,34596,34159,34481,30619,31687,28167,32670,32765,36736,31889,32855,38030,20222,23686,29480,6217,9504,8623,7748,13028,8154,8557,12977,23270,12131,10065,10457,6282,6983,6992,6392,3720,5007,4963.3049263487355,5000.861487480926,4969.261834391837,4995.820082199278,4973.478199238964,4992.258439164461,4976.461693728632,4989.741581310952,4978.572363108874,4987.962710432482,4980.065329618836,4986.705277245676,4981.121256583423,4982.73962929639,0.01967037666147541,0.03778140226370114,0.057451778925176555,False,463.2479393673111,0.9390629534565618,High Risk,6477.561518085308,0
145,291,0,0,0,0,0,0,661,2411,17362,10140,7278,20082,16206,11489,11487,12285,13356,14200,15011,13360,17299,17631,19060,16272,19702,19943,20740,17384,21365,25160,19146,18530,14190,12518,10417,6246,4969,4356,1355,947,1461,1277,1815,1474,2373,2730,2527,877,0,0,0,0.9315664534664844,0.9047302981898644,0.8938907814520495,0.8894590005058935,0.8876379551377508,0.8868881311934732,0.8865791249458236,0.8864517372352494,0.8863992141038667,0.8863775570395622,0.8863686268795543,0.8863649445445326,0.8863634261341242,0.8922367116021714,0.0,-0.20150852715362003,-0.20150852715362003,False,343.3437933396149,0.9941364784727579,High Risk,1.159907725082823,0
150,5499,2360,3480,2244,2392,7567,8162,8252,3264,8422,6848,5034,2363,4662,7803,8106,7057,8803,10932,8987,6082,4460,7486,11891,6618,3809,10109,11378,7828,3660,3206,1448,881,117,0,0,0,0,414,688,376,263,261,1025,1538,1231,402,0,131,0,0,0,1.0650524825038088,1.037060084646961,1.0487988782344477,1.0438218955450664,1.0459222989002273,1.0450341454895868,1.0454093903649853,1.0452507940522155,1.0453178145067197,1.045289490889721,1.045301460461714,1.0452964020594595,1.0452985397560328,1.046373359800842,6.085947016197312e-07,-0.09136012339230205,-0.09135951479760043,False,394.34513583232865,0.9839062129956614,High Risk,1.3602853677410947,0
151,2871,1670,1262,619,172,0,0,1709,4047,6112,5253,4783,6818,11669,18624,19378,21425,15907,19240,26949,16894,16052,20954,11533,0,7294,34388,25877,26546,18756,21215,18674,16805,13595,7426,8635,6930,2533,0,3661,2268,3258,4144,5004,0,0,0,2035,4798,5915,1574,2828,2434.272392951196,2249.8201333458305,2158.7564875447833,2112.4894932434236,2088.6268252808263,2076.2222409003525,2069.7473081592866,2066.360219987554,2064.586399744434,2063.656897164613,2063.1696752538587,2062.9142440663195,2062.7803201283687,2121.030972136219,0.008371177238881389,-0.22172080193262547,-0.21334962469374408,False,337.8611125763815,0.9947422357148851,High Risk,2757.340263777085,0
152,5775,5031,2534,0,0,1060,47802,67519,22084,43529,26797,30113,46865,44533,72488,78897,87129,73848,92253,89185,84172,84252,95592,81692,99260,95191,105860,96280,75612,45421,26443,49946,33766,18015,6444,3786,15671,10295,6031,4547,12436,8087,13514,7262,0,0,0,0,8124,6597,6583,10937,2113.763405282804,4914.42245298687,3187.1389279791997,3980.45768031916,3551.2866995264953,3765.4511099426395,3653.960304440196,3710.766898428485,3681.500149312412,3696.4930327790116,3688.789979421641,3692.741741390034,3690.7128801988765,3640.5757893852165,0.01437096337319178,0.0504557962713876,0.06482675964457937,False,466.66271276838074,0.9350356345482747,High Risk,4732.748526200781,0
156,44441,27497,33586,32324,38640,37484,51177,28616,9733,37685,31862,25739,106042,73198,79096,81848,76835,85156,91141,75251,72731,70778,59037,40335,50747,54787,49458,25869,6215,737,21678,7278,4392,0,0,0,12448,16656,30264,30400,34780,33244,44886,40254,37610,33032,38832,35146,44846,60888,36421,56097,54803.85052496489,55962.78541203526,54922.55898024412,55854.32298141862,55018.17491846811,55767.282656621974,55095.16109160171,55697.40944534597,55157.128247928595,55641.30197259043,55206.994071323235,55596.238254612756,55247.11380831778,55382.332489651795,0.21866863915819737,0.025554812270169012,0.24422345142836638,False,549.7272080736327,0.7321299083949699,High Risk,71997.03223654734,0
157,1533,409,2082,750,0,3660,4667,5174,3568,5670,9313,20892,16826,29456,38860,50987,50802,46473,51305,41530,42968,40027,63152,47724,83544,91933,82945,98139,104861,83485,99189,88720,80098,62376,41623,30568,18792,13637,12548,9418,4801,2761,16859,0,0,0,0,9313,7887,6295,3095,3975,4464.2402706466555,4858.448464580261,5168.293572057081,5407.0884063502945,5588.498434030189,5724.872843697706,5826.6072557633,5902.075511829537,5957.829852786718,5998.896650978545,6029.07889146984,6051.22599077854,6067.458073314971,5618.816478329511,0.022181868929333545,0.273828977093615,0.2960108460229485,False,573.7058765340155,0.6285222523818939,High Risk,7304.461421828364,0
159,5100,11400,11106,14775,12130,36416,26090,25525,15688,34975,32745,43633,39443,57583,73381,71321,66750,64304,87274,96339,102886,77821,95425,92328,95486,77329,98119,90294,88358,48633,40032,28015,42445,26641,16388,3954,11423,8260,7486,4155,1595,1030,2152,5702,0,0,0,0,0,0,0,1499,636.4597089728618,540.7105208730438,524.2027035179453,521.1208387258129,520.5367982474734,520.4258023315828,520.4046963397036,520.4006826003349,520.3999192901488,520.3997741276077,520.3997465212971,520.3997412712614,520.3997402728347,531.2508210070699,0.0020940732014928243,-0.16309040502332708,-0.16099633182183426,False,362.10180401128486,0.9914899746887358,High Risk,690.626067309191,0
161,146,1094,5948,4346,6009,7363,12732,16216,8280,22608,16175,14654,15246,17057,19184,18936,16833,14024,14864,14059,13501,12915,16112,16090,19065,17271,15433,13129,12039,10759,13336,12227,8955,11465,7894,7746,6420,2479,824,757,776,1033,1130,1247,1235,11572,9648,11189,18258,24516,19275,24133,26438.22905676784,28512.60802998605,30353.593816185745,31968.230773834242,33370.53425436067,34578.5751828059,35612.28505661652,36491.90345736258,37236.95088150029,37865.60482704261,38394.36973714986,38837.950902177,39209.26272012072,34528.46913045462,0.13632903402839855,0.29097006786000834,0.4272991018884069,False,634.4951397279797,0.3340546974312493,High Risk,44887.00986959101,0
162,0,169,633,1930,1663,1031,745,2309,1484,2088,1109,0,943,580,1982,2608,541,0,9562,10918,14168,14589,14198,13326,13705,15198,17521,18990,25148,26554,32314,32475,32666,31180,29550,25500,18683,18617,25037,24383,17560,13034,16212,13995,0,0,13356,19267,19507,19392,15208,14547,8976.673978264516,7390.039740929532,6833.1382148466455,6620.842584121919,6537.198707979122,6503.8037242645805,6490.39945440576,6485.007613315108,6482.836880549977,6481.9626482848635,6481.610514088044,6481.468669063178,6481.411530423684,6788.184173887456,0.02679901217254557,-0.19526645862433376,-0.16846744645178818,False,358.64251855883765,0.9920543211801718,High Risk,8824.639426053694,0
163,20143,42747,51660,62602,27508,36400,38149,27003,16067,31341,34666,18524,23483,28307,43709,33980,70434,36770,90380,92930,47473,40063,37469,28831,31706,13691,7770,19440,5679,3836,4406,10087,12148,12520,9035,4846,3229,1328,0,598,961,1384,4373,3240,9960,5207,4420,955,4630,6154,4194,8579,5669.316886460635,4935.173730511956,4711.347080533657,4638.726754880028,4614.672879019051,4606.650361002636,4603.968481857325,4603.071252942561,4602.771005294653,4602.670522073455,4602.636892600451,4602.62563746349,4602.621870573684,4722.788719631813,0.018643983859037035,-0.18525124946262314,-0.1666072656035861,False,359.5038219741683,0.9919173785600083,High Risk,6139.625335521358,0
164,25290,15840,16120,18086,17543,21073,14506,17815,22702,27447,21695,23916,25395,34842,33027,45966,53665,48361,61758,65452,56835,58901,59542,66836,76339,74462,71134,65577,64008,70600,68166,60033,65442,66551,47717,47678,37532,17885,21435,19978,13337,12556,27592,21137,21888,26552,23853,17373,29055,37896,23806,30958,29881.32587915142,29817.599871616974,29813.764264524572,29813.533157309234,29813.51923149076,29813.51839236001,29813.51834179634,29813.51833874953,29813.518338565922,29813.51833855485,29813.518338554164,29813.518338554113,29813.518338554113,29819.068397675543,0.11773438851567651,-0.14671069197051892,-0.02897630345484241,False,423.2298934841159,0.9716784552922979,High Risk,38764.788916978214,0
166,0,0,0,0,0,0,1740,2034,1772,5412,4231,4609,5294,5646,5530,4959,5233,6013,4986,5124,4761,4579,5599,5052,5478,5341,5429,5298,5101,4886,4774,4457,3837,3797,3312,3673,3427,3168,2919,2963,2365,1975,2837,2414,2423,2319,1868,2260,2315,2232,1524,1401,1420.3396829390913,1404.6431296500396,1418.0540407247124,1406.5788163897116,1416.385213341933,1407.9957886429465,1415.1662872863085,1409.0327162774056,1414.2757290690674,1409.791352886426,1413.624948938894,1410.3462912441862,1413.149318244094,1412.260255048832,0.005572659766731492,-0.03572317796115255,-0.030150518194421057,False,422.68620701056244,0.9719761643272449,High Risk,1835.9383315634818,0
167,1452,1407,1195,1438,905,0,0,0,0,4497,6545,18383,7197,8662,21478,33675,39390,39607,46152,51900,60782,61336,64273,24450,19551,19744,22866,18267,18261,18211,17713,19478,15009,17817,10528,9817,7498,2394,7618,2528,2274,1967,1557,1489,0,0,0,0,7867,7868,1392,16402,16418.87975239549,16418.88297631123,16418.882976965448,16418.882976965593,16418.882976965593,16418.882976965593,16418.882976965593,16418.882976965593,16418.882976965593,16418.882976965593,16418.882976965593,16418.882976965593,16418.882976965593,16418.882728871395,0.06482495981028964,0.13889885035449154,0.2037238101647812,False,530.9750102033513,0.7990712576713996,High Risk,21344.547547532813,0
168,4547,4316,4800,5409,6981,7697,9518,11021,7070,18801,13178,11411,10600,16307,14128,10401,9688,13987,25028,30316,25520,27218,28231,31551,30429,27412,27668,30194,31046,30924,39137,36297,31271,32583,30163,29939,18064,14467,13372,15719,12853,9987,13093,12180,14579,18715,21529,14974,18837,16229,10454,14366,13954.784421876608,13893.321807965362,13884.025972425467,13882.616999479002,13882.403371130958,13882.370979214682,13882.366067674904,13882.36532294433,13882.365210021766,13882.365192899466,13882.365190303233,13882.36518990956,13882.36518984986,13888.929301207323,0.05483566609322078,-0.15933060370202984,-0.10449493760880905,False,388.26315485717697,0.9857231600334447,High Risk,18055.60809156952,0
169,0,0,0,6787,9795,15182,16866,17130,10353,23734,17395,17875,17319,19787,17145,16116,25421,33619,32930,36409,33701,36684,35190,35164,34002,40449,42179,64398,50994,28919,31927,32968,33318,33485,24500,23781,21204,16175,15709,12523,8527,6474,11687,7329,9464,10118,13986,12733,16776,20112,15806,19759,19982.72588336334,20187.936680994193,20376.830717954435,20550.55527070221,20710.202815838693,20856.80877267911,20991.350464405332,21114.747059294717,21227.860287440144,21331.49575913906,21426.40473862457,21513.28625108213,21592.789422092137,20912.53800950847,0.08256775379641731,0.29702101660820057,0.3795887704046179,False,612.4042384625118,0.43829495867642315,High Risk,27186.29941236101,0
173,20389,16922,9707,11416,11096,21849,24152,25414,14038,33671,24298,23735,22708,27724,31161,39883,29672,30447,34481,44002,32175,32500,32823,41675,42260,39530,40824,44436,44556,38034,31899,27319,25327,26120,21225,22124,15111,8393,7415,0,0,3227,0,0,0,0,0,0,1254,13239,12737,15656,12086.128260217103,11549.384862815474,11457.683207632917,11441.666136023901,11438.857678534683,11438.36490538037,11438.27843290483,11438.263258285298,11438.260595357939,11438.260128052207,11438.260046046713,11438.26003165592,11438.26002913054,11498.455967079837,0.04539709698901868,-0.1623465785203399,-0.11694948153132123,False,382.4964353324524,0.9872585473738047,High Risk,14947.992757203789,0
174,3679,3267,1286,1655,2170,2230,2984,3105,813,4663,1829,2923,2456,3180,2207,2382,1216,464,1048,2376,12552,15596,15361,16912,17707,14499,15067,13348,3357,2920,2496,2031,806,2928,1574,1923,1659,1900,2385,1882,2136,3137,3529,2283,1912,1008,2182,941,1418,1504,1130,1151,1132.0143240512823,1145.0311103694585,1136.5105354598606,1142.0697277249535,1138.4348942313443,1140.8081805004683,1139.2571777202825,1140.270192628945,1139.6082986187184,1140.0406635287263,1139.7581854801222,1139.9427175079538,1139.8221612803588,1139.5052437771135,0.004495711119929208,0.06494701591837469,0.0694427270383039,False,468.8000041425569,0.9323902922576639,High Risk,1481.3568169102477,0
